RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Jim Miller,Kamal Shalorus,-255.0,235.0,39.2157,235.0,2011-03-19,"Newark, New Jersey, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,155,0,6,0,25.2222,0.33,2.0,1.8889,0.427,6,1,22,0,0,0,4,1,3,0,8,Southpaw,172.72,180.34,155,27,38,0,-6,-6,-8,1,-22,0,-1,-3,0.0,-7.62,-11,-25.2222,-2.0,-1.8889,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee,3.0,2:15,735.0,,,,,,
Dan Miller,Nate Marquardt,285.0,-315.0,285.0,31.746,2011-03-19,"Newark, New Jersey, USA", USA,Blue,False,Middleweight,MALE,3,1,0,0,26.0,0.522,1.0,1.8462,0.535,4,4,29,1,0,0,3,4,2,0,9,Orthodox,182.88,187.96,185,0,2,0,19.125,0.314,1.125,1.5,0.263,3,3,19,0,0,1,1,0,3,0,5,Orthodox,185.42,187.96,185,29,31,-1,-2,1,4,-1,10,1,4,-1,-2.54,0.0,-2,6.875,-0.125,0.3462,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Mirko Cro Cop,Brendan Schaub,225.0,-245.0,225.0,40.8163,2011-03-19,"Newark, New Jersey, USA", USA,Blue,False,Heavyweight,MALE,3,0,3,0,25.0,0.508,0.0,0.0,0.0,3,1,6,1,0,0,1,2,0,0,3,Orthodox,193.04,198.12,245,1,0,0,20.5,0.416,0.375,0.25,0.25,2,4,17,0,0,0,0,2,1,1,4,Southpaw,187.96,185.42,230,36,28,1,3,1,-1,3,-11,1,-1,-1,5.08,12.7,8,4.5,-0.375,-0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Luiz Cane,Eliot Marshall,-185.0,160.0,54.0541,160.0,2011-03-19,"Newark, New Jersey, USA", USA,Red,False,Light Heavyweight,MALE,3,1,0,0,25.0,0.305,0.5,0.25,0.25,3,1,10,0,0,1,1,0,1,0,3,Orthodox,187.96,195.58,205,2,0,0,26.5,0.392,0.0,0.1667,0.167,3,3,9,0,0,0,1,2,0,0,3,Southpaw,187.96,195.58,185,29,30,1,0,0,0,2,1,0,-2,1,0.0,0.0,-1,-1.5,0.5,0.0833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,2:15,135.0,,,,,,
Edson Barboza,Anthony Njokuani,-260.0,220.0,38.4615,220.0,2011-03-19,"Newark, New Jersey, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,155,0,1,0,43.0,0.62,0.0,2.0,1.0,1,0,3,0,0,0,0,1,0,0,1,Orthodox,180.34,190.5,155,25,31,0,-1,-1,-1,0,-3,0,-1,0,5.08,0.0,-6,-43.0,0.0,-2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Ricardo Almeida,Mike Pyle,-150.0,130.0,66.6667,130.0,2011-03-19,"Newark, New Jersey, USA", USA,Blue,False,Welterweight,MALE,3,0,2,0,22.6,0.406,1.4,1.4,0.142,2,2,12,0,0,0,1,0,2,0,3,Orthodox,182.88,187.96,170,0,1,0,20.7,0.559,1.1,3.1,0.465,3,4,22,0,0,0,3,0,3,0,6,Orthodox,182.88,187.96,170,34,35,0,1,-1,-3,2,-10,0,0,-1,0.0,0.0,-1,1.9,0.3,-1.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Kurt Pellegrino,Gleison Tibau,125.0,-145.0,125.0,68.9655,2011-03-19,"Newark, New Jersey, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,14.5833,0.345,0.8333,4.3333,0.61,3,5,28,0,0,0,4,1,2,0,7,Southpaw,177.8,180.34,155,1,0,0,23.3636,0.473,0.6364,2.0909,0.677,4,4,25,0,0,0,2,1,4,0,7,Orthodox,172.72,177.8,155,31,27,0,0,-1,0,-1,3,0,0,-2,5.08,2.54,4,-8.7803,0.197,2.2424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,,,,,
Joseph Benavidez,Ian Loveland,-450.0,360.0,22.2222,360.0,2011-03-19,"Newark, New Jersey, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,44.0,0.39,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,178.0,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,162.56,165.1,125,26,27,0,1,1,1,0,3,0,0,0,10.16,12.9,-1,44.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Costas Philippou,Nick Catone,175.0,-210.0,175.0,47.619,2011-03-19,"Newark, New Jersey, USA", USA,Blue,False,Catch Weight,MALE,3,0,1,0,27.5,0.538,0.75,3.0,0.68,1,2,10,0,0,1,0,0,1,0,2,Southpaw,182.88,182.88,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,185,31,29,0,1,1,2,-2,10,0,0,1,2.54,-2.54,2,27.5,0.75,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Erik Koch,Raphael Assuncao,-165.0,145.0,60.6061,145.0,2011-03-19,"Newark, New Jersey, USA", USA,Red,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,167.64,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,155,22,28,0,0,0,0,0,0,0,0,0,-12.7,-12.7,-6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:32,152.0,,,,,,
Diego Sanchez,Martin Kampmann,125.0,-135.0,125.0,74.0741,2011-03-03,"Louisville, Kentucky, USA", USA,Red,False,Welterweight,MALE,3,1,0,0,25.8182,0.465,1.7273,0.8182,0.394,4,3,20,0,0,1,2,1,4,0,8,Orthodox,182.88,182.88,170,0,1,0,33.8667,0.419,0.8667,1.4,0.323,6,4,40,2,0,1,5,5,0,0,11,Southpaw,177.8,182.88,170,29,28,-1,-1,-2,-3,1,-20,-2,-4,4,5.08,0.0,1,-8.0485,0.8606,-0.5818,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
CB Dollaway,Mark Munoz,160.0,-170.0,160.0,58.8235,2011-03-03,"Louisville, Kentucky, USA", USA,Blue,False,Middleweight,MALE,3,0,1,0,33.3333,0.45,0.3333,1.0,0.265,3,2,13,0,0,1,1,2,0,0,4,Orthodox,182.88,182.88,185,0,3,0,11.1429,0.433,1.0,1.8571,0.473,3,2,11,1,0,0,2,1,2,0,5,Orthodox,187.96,193.04,185,27,33,0,-2,0,-1,0,2,-1,1,-2,-5.08,-10.16,-6,22.1905,-0.6667,-0.8571,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,0:54,54.0,,,,,,
Alessio Sakara,Chris Weidman,190.0,-230.0,190.0,43.4783,2011-03-03,"Louisville, Kentucky, USA", USA,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,185,0,3,0,20.0909,0.454,0.0,0.9091,0.136,3,5,16,0,0,1,1,4,0,0,6,Orthodox,182.88,182.88,185,29,26,0,-3,-3,-6,5,-16,0,-4,0,5.08,15.24,3,-20.0909,0.0,-0.9091,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Brian Bowles,Damacio Page,-310.0,255.0,32.2581,255.0,2011-03-03,"Louisville, Kentucky, USA", USA,Red,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,30,28,0,0,0,0,0,0,0,0,0,-2.54,-10.16,2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1.0,3:30,210.0,,,,,,
Steve Cantwell,Cyrille Diabate,-145.0,125.0,68.9655,125.0,2011-03-03,"Louisville, Kentucky, USA", USA,Blue,False,Light Heavyweight,MALE,3,1,0,0,14.0,0.65,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,Southpaw,198.12,205.74,205,2,0,0,39.6667,0.363,0.3333,0.3333,0.333,1,2,7,0,0,0,0,0,1,0,1,Orthodox,187.96,190.5,185,24,37,1,0,0,0,1,-4,0,1,-1,10.16,15.24,-13,-25.6667,-0.3333,-0.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Joe Stevenson,Danny Castillo,-130.0,110.0,76.9231,110.0,2011-03-03,"Louisville, Kentucky, USA", USA,Blue,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,2,0,0,19.1429,0.496,1.3571,2.0714,0.433,4,6,30,2,0,0,3,1,3,1,8,Orthodox,170.18,177.8,145,28,31,2,0,-4,-8,6,-30,-2,-2,-3,5.08,2.54,-3,-19.1429,-1.3571,-2.0714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Thiago Tavares,Shane Roller,105.0,-115.0,105.0,86.9565,2011-03-03,"Louisville, Kentucky, USA", USA,Blue,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,0,1,0,19.6667,0.458,1.4444,2.7778,0.456,2,4,23,0,0,0,3,0,2,0,5,Orthodox,170.18,172.72,145,26,31,0,-1,-2,-5,4,-23,0,0,-2,7.62,10.16,-5,-19.6667,-1.4444,-2.7778,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,1:28,388.0,,,,,,
Takeya Mizugaki,Reuben Duran,-225.0,185.0,44.4444,185.0,2011-03-03,"Louisville, Kentucky, USA", USA,Red,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,135,27,27,0,0,0,0,0,0,0,0,0,0.0,2.54,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,,,,,
Rob Kimmons,Dongi Yang,185.0,-225.0,185.0,44.4444,2011-03-03,"Louisville, Kentucky, USA", USA,Blue,False,Middleweight,MALE,3,1,0,0,51.0,0.52,0.0,3.0,0.6,0,1,3,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,185,1,0,0,15.5,0.447,1.3333,1.0,0.305,1,3,11,0,0,0,1,0,2,0,3,Orthodox,177.8,185.42,185,30,26,0,0,-1,-3,2,-8,0,0,-2,0.0,-5.08,4,35.5,-1.3333,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,4:47,587.0,,,,,,
David Branch,Rousimar Palhares,140.0,-160.0,140.0,62.5,2011-03-03,"Louisville, Kentucky, USA", USA,Blue,False,Middleweight,MALE,3,1,0,0,8.6667,0.252,1.5,1.8333,0.387,3,2,11,0,0,0,1,0,3,0,4,Orthodox,172.72,180.34,170,0,2,0,17.0,0.527,0.0,2.3333,0.233,2,1,9,0,0,0,2,0,0,0,2,Orthodox,185.42,198.12,185,29,31,-1,-2,1,2,-1,2,0,0,3,-12.7,-17.78,-2,-8.3333,1.5,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Kneebar,2.0,1:44,404.0,,,,,,
Igor Pokrajac,Todd Brown,-235.0,195.0,42.5532,195.0,2011-03-03,"Louisville, Kentucky, USA", USA,Red,False,Light Heavyweight,MALE,3,1,0,0,28.0,0.38,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,188.0,205,1,0,0,20.75,0.448,0.25,1.25,0.415,1,3,10,0,0,0,0,0,1,0,1,Orthodox,182.88,193.04,205,32,34,0,0,-1,-1,2,-7,0,0,-1,-2.54,-5.04,-2,7.25,-0.25,-1.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,1.0,5:00,300.0,,,,,,
Michael Bisping,Jorge Rivera,-290.0,260.0,34.4828,260.0,2011-02-26,"Sydney, New South Wales, Australia", Australia,Red,False,Middleweight,MALE,3,0,3,0,28.25,0.524,0.0833,0.5,0.167,3,5,23,0,0,1,2,4,0,0,7,Orthodox,185.42,185.42,185,0,2,0,45.6923,0.414,0.3846,1.3846,0.437,4,3,29,1,0,1,3,6,0,0,10,Orthodox,185.42,190.5,185,31,38,0,1,-1,-3,-2,-6,-1,-2,0,0.0,-5.08,-7,-17.4423,-0.3013,-0.8846,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,1:54,414.0,,,,,,
George Sotiropoulos,Dennis Siver,-360.0,325.0,27.7778,325.0,2011-02-26,"Sydney, New South Wales, Australia", Australia,Blue,False,Lightweight,MALE,3,0,2,0,28.6,0.319,0.3,0.4,0.19,3,4,20,0,0,0,1,3,2,0,6,Orthodox,167.64,177.8,145,0,7,0,22.4286,0.39,1.7143,2.1429,0.54,7,0,15,0,0,0,2,1,4,0,7,Orthodox,177.8,180.34,155,33,32,0,-5,-4,-1,-4,5,0,2,-2,-10.16,-2.54,1,6.1714,-1.4143,-1.7429,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Brian Ebersole,Chris Lytle,260.0,-320.0,260.0,31.25,2011-02-26,"Sydney, New South Wales, Australia", Australia,Red,False,Welterweight,MALE,3,0,4,0,37.0556,0.442,1.3889,0.5,0.296,4,9,42,1,0,0,3,1,5,0,9,Orthodox,180.34,172.72,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,170,30,36,0,4,4,9,-9,42,1,1,5,-2.54,-12.7,-6,37.0556,1.3889,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Chris Camozzi,Kyle Noke,170.0,-185.0,170.0,54.0541,2011-02-26,"Sydney, New South Wales, Australia", Australia,Blue,False,Middleweight,MALE,3,0,2,0,37.5,0.605,1.0,1.5,0.375,2,0,4,0,0,0,0,1,1,0,2,Southpaw,185.42,193.04,170,0,2,0,68.0,0.555,0.0,0.0,0.0,2,0,6,0,0,1,1,0,0,0,2,Orthodox,187.96,193.04,185,24,30,0,0,0,0,0,-2,0,1,1,-2.54,0.0,-6,-30.5,1.0,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,1:35,95.0,,,,,,
Ross Pearson,Spencer Fisher,-185.0,160.0,54.0541,160.0,2011-02-26,"Sydney, New South Wales, Australia", Australia,Red,False,Lightweight,MALE,3,0,1,0,37.9286,0.484,0.7143,0.5714,0.129,3,5,34,0,0,0,4,2,2,1,9,Southpaw,170.18,177.8,155,1,0,0,53.25,0.435,0.0,0.25,0.25,3,1,10,1,0,0,2,0,0,1,3,Orthodox,172.72,175.26,155,26,34,1,1,0,6,-4,24,-1,2,2,-2.54,2.54,-8,-15.3214,0.7143,0.3214,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Alexander Gustafsson,James Te Huna,-350.0,290.0,28.5714,290.0,2011-02-26,"Sydney, New South Wales, Australia", Australia,Red,False,Light Heavyweight,MALE,3,0,1,0,22.0,0.42,1.0,5.0,0.5,1,0,3,0,0,0,0,1,0,0,1,Orthodox,187.96,190.5,185,0,1,0,11.3333,0.253,1.0,0.6667,0.22,1,1,4,0,0,0,0,1,1,0,2,Orthodox,195.58,200.66,205,24,29,0,0,0,-1,1,-1,0,0,-1,-7.62,-10.16,-5,10.6667,0.0,4.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,4:27,267.0,,,,,,
Nick Ring,Riki Fukuda,100.0,-120.0,100.0,83.3333,2011-02-26,"Sydney, New South Wales, Australia", Australia,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,185,32,30,0,0,0,0,0,0,0,0,0,0.0,-2.54,2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Tom Blackledge,Anthony Perosh,-190.0,165.0,52.6316,165.0,2011-02-26,"Sydney, New South Wales, Australia", Australia,Blue,False,Light Heavyweight,MALE,3,3,0,0,21.6667,0.423,0.0,1.0,0.09,0,3,6,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,205,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,196.0,205,32,38,-3,0,0,0,-3,6,0,0,0,7.62,-5.5,-6,21.6667,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,2:45,165.0,,,,,,
Tiequan Zhang,Jason Reinhardt,-300.0,250.0,33.3333,250.0,2011-02-26,"Sydney, New South Wales, Australia", Australia,Red,False,Featherweight,MALE,3,1,0,0,1.0,0.33,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,163.0,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,155,32,41,-1,0,0,0,-1,1,0,0,0,-5.08,-14.8,-9,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1.0,0:48,48.0,,,,,,
Mark Hunt,Chris Tuchscherer,225.0,-265.0,225.0,37.7358,2011-02-26,"Sydney, New South Wales, Australia", Australia,Red,False,Heavyweight,MALE,3,1,0,0,8.3333,0.19,0.3333,0.3333,0.047,1,2,5,0,1,0,0,0,0,0,1,Orthodox,187.96,193.04,258,1,0,0,2.0,0.25,0.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,265,36,35,0,0,1,1,-1,4,0,0,0,10.16,10.16,1,6.3333,0.3333,-0.6667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,1:41,401.0,,,,,,
Maciej Jewtuszko,Curt Warburton,-155.0,135.0,64.5161,135.0,2011-02-26,"Sydney, New South Wales, Australia", Australia,Blue,False,Lightweight,MALE,3,1,0,0,45.0,0.56,2.0,1.0,0.33,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,188.0,155,30,30,-1,0,0,0,-1,3,0,0,0,0.0,-2.58,0,45.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Anderson Silva,Vitor Belfort,-210.0,190.0,47.619,190.0,2011-02-05,"Las Vegas, Nevada, USA", USA,Red,True,Middleweight,MALE,5,0,1,0,9.5833,0.532,0.5,0.5,0.229,3,4,18,3,0,0,0,6,1,1,8,Southpaw,182.88,187.96,185,0,12,0,32.6667,0.728,0.5,0.25,0.25,12,0,29,8,0,0,2,7,3,0,12,Southpaw,187.96,195.58,185,35,33,0,-11,-9,-4,-4,-11,-5,0,-2,-5.08,-7.62,2,-23.0833,0.0,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,1.0,3:25,205.0,,,,,,
Forrest Griffin,Rich Franklin,118.0,-128.0,118.0,78.125,2011-02-05,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,0,1,0,40.5294,0.468,0.1176,0.7059,0.245,7,4,37,5,0,0,3,8,1,1,13,Southpaw,185.42,190.5,185,0,1,0,54.8333,0.381,0.6667,0.4167,0.185,3,4,30,3,0,1,4,1,2,0,8,Orthodox,190.5,195.58,205,31,36,0,0,4,5,0,7,2,8,-1,-5.08,-5.08,-5,-14.3039,-0.549,0.2892,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Jon Jones,Ryan Bader,-285.0,258.0,35.0877,258.0,2011-02-05,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,0,5,0,32.4,0.404,0.4,3.2,0.42,5,0,13,1,0,0,3,2,0,0,5,Orthodox,187.96,187.96,205,0,2,0,30.3333,0.58,0.1667,2.1667,0.627,3,1,11,0,0,0,2,2,1,0,5,Orthodox,193.04,213.36,205,23,27,0,3,2,0,1,2,1,0,-1,-5.08,-25.4,-4,2.0667,0.2333,1.0333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,2.0,4:20,560.0,,,,,,
Jake Ellenberger,Carlos Eduardo Rocha,-280.0,255.0,35.7143,255.0,2011-02-05,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,2.0,0.5,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,177.8,177.8,170,0,2,0,27.0,0.47,1.0,3.3333,0.82,2,1,8,0,0,0,0,1,0,1,2,Orthodox,175.26,180.34,170,25,29,0,-1,-1,-1,1,-7,0,-2,1,2.54,-2.54,-4,-25.0,0.0,-3.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,,,,,
Miguel Torres,Antonio Banuelos,-320.0,290.0,31.25,290.0,2011-02-05,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,193.04,135,30,31,0,0,0,0,0,0,0,0,0,-10.16,-33.02,-1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Donald Cerrone,Paul Kelly,-275.0,235.0,36.3636,235.0,2011-02-05,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,37.875,0.368,1.0,1.125,0.583,2,3,20,0,0,0,3,1,1,0,5,Orthodox,175.26,177.8,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,155,27,26,0,1,2,5,-3,20,0,1,1,-10.16,-7.62,1,37.875,1.0,1.125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,3:48,528.0,,,,,,
Chad Mendes,Michihiro Omigawa,-365.0,305.0,27.3973,305.0,2011-02-05,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,2,0,0,22.0,0.425,1.5,1.0,0.75,0,2,6,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,145,25,35,-2,0,0,0,-2,6,0,0,0,0.0,5.08,-10,22.0,1.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Norifumi Yamamoto,Demetrious Johnson,-115.0,-105.0,86.9565,95.2381,2011-02-05,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,167.64,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,162.56,167.64,135,33,24,0,0,0,0,0,0,0,0,0,-2.54,0.0,9,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,
Paul Taylor,Gabe Ruediger,-220.0,180.0,45.4545,180.0,2011-02-05,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,2,0,0,4.0,0.21,0.0,1.0,0.08,0,2,3,0,0,0,0,0,0,0,0,Orthodox,177.8,178.0,155,2,0,0,57.25,0.46,0.5,0.25,0.25,1,5,22,0,0,1,1,1,0,0,3,Orthodox,182.88,182.88,155,31,33,0,0,-1,-3,3,-19,0,-1,0,-5.08,-4.88,-2,-53.25,-0.5,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,2.0,1:42,402.0,,,,,,
